Date,Open,High,Low,Close,Adj Close,Volume
7/16/2018,1089.4729,1098.487427,1062.974121,1066.094482,1049.709717,6658302
7/17/2018,1068.174805,1085.659058,1059.556519,1082.092896,1065.46228,6530578
7/18/2018,1088.08606,1094.227783,1067.184204,1082.291016,1065.657349,4726480
7/19/2018,1083.033936,1104.530151,1076.14917,1094.475464,1077.654541,5485122
7/20/2018,1102.94519,1127.809448,1101.459229,1118.052002,1100.868774,8094154
7/23/2018,1119.191162,1119.191162,1102.647949,1109.780396,1092.724243,5897877
7/24/2018,1111.464478,1116.1698,1097.001465,1100.518188,1083.60437,4511507
7/25/2018,1099.577148,1112.455078,1093.831543,1104.678711,1087.700928,6006077
7/26/2018,1099.676147,1110.969116,1097.397705,1100.220947,1083.311768,6485768
7/27/2018,1108.987915,1126.719849,1101.706909,1119.240723,1102.039185,6742782
7/30/2018,1119.389282,1146.432983,1117.408081,1140.588379,1123.058716,14003964
7/31/2018,1140.192139,1179.222168,1136.378296,1174.863525,1156.807129,14006901
8/1/2018,1179.222168,1191.604736,1174.269043,1181.153809,1163.00061,9796282
8/2/2018,1180.311768,1180.311768,1155.001709,1157.37915,1139.591431,6308209
8/3/2018,1163.966797,1172.386963,1158.567993,1165.898438,1147.979858,6708388
8/6/2018,1165.650757,1184.769531,1164.313477,1181.401489,1163.244629,4054489
8/7/2018,1183.679932,1190.118896,1165.947998,1173.080322,1155.05127,4097939
8/8/2018,1173.872803,1211.020752,1173.872803,1206.265747,1187.726685,7987438
8/9/2018,1210.030151,1220.134399,1200.619385,1206.513428,1187.970581,6911830
8/10/2018,1199.628662,1203.591187,1191.010376,1192.892578,1174.559082,3615156
8/13/2018,1186.305054,1188.682495,1171.594482,1176.547485,1158.46521,4712408
8/14/2018,1178.825928,1205.770508,1173.179443,1199.232422,1180.801392,5349770
8/16/2018,1191.951538,1204.581787,1184.274292,1189.524536,1171.242798,6039198
8/17/2018,1197.647461,1203.987427,1188.781494,1192.446777,1174.119995,3867305
8/20/2018,1196.557861,1225.186401,1196.310181,1223.304321,1204.503418,7679143
8/21/2018,1225.632202,1239.748413,1215.478516,1235.48877,1216.50061,7348644
8/23/2018,1234.59729,1262.037109,1226.771484,1257.529907,1238.203125,8043652
8/24/2018,1253.369263,1267.931274,1248.21814,1265.504272,1246.05481,6715059
8/27/2018,1267.386475,1283.682007,1266.742554,1279.372803,1259.710083,5624995
8/28/2018,1283.830566,1310.577026,1282.839966,1306.614624,1286.533325,8777168
8/29/2018,1303.939941,1316.520752,1278.085083,1282.047485,1262.34375,11182203
8/30/2018,1281.453125,1284.969727,1258.520508,1262.48291,1243.079834,9943410
8/31/2018,1258.074707,1258.074707,1224.988281,1229.990967,1211.087402,15450941
9/3/2018,1233.309448,1246.088379,1214.537354,1217.608276,1198.894897,12315666
9/4/2018,1223.552002,1243.017456,1217.459717,1230.288086,1211.379761,8922552
9/5/2018,1230.832886,1240.887573,1197.152222,1215.478516,1196.797974,10422792
9/6/2018,1218.598877,1253.815063,1213.843994,1249.55542,1230.351074,11301160
9/7/2018,1253.022583,1269.318115,1242.720215,1266.593994,1247.127686,10794143
9/10/2018,1263.02771,1265.009033,1238.361572,1244.057617,1224.937744,7125920
9/11/2018,1247.177979,1256.489746,1222.6604,1226.078003,1207.234497,10977849
9/12/2018,1240.045654,1246.880859,1217.311157,1240.739014,1221.670044,8142006
9/14/2018,1247.574219,1263.62207,1235.93457,1241.382935,1222.304199,7953264
9/17/2018,1239.005493,1239.005493,1210.12915,1214.388794,1195.724854,6818107
9/18/2018,1214.487915,1227.762085,1202.947266,1205.720947,1187.190308,7688607
9/19/2018,1212.506592,1212.506592,1189.722656,1199.381104,1180.947754,11372574
9/21/2018,1207.553589,1225.780884,1172.386963,1206.067627,1187.531616,19250938
9/24/2018,1203.046265,1228.257324,1193.189697,1220.481079,1201.723633,10198351
9/25/2018,1223.898682,1233.309448,1183.778931,1219.044678,1200.309204,9807108
9/26/2018,1227.365845,1242.175415,1215.627075,1239.649414,1220.59729,6457463
9/27/2018,1243.215576,1251.140381,1225.879883,1241.977295,1222.889282,10911205
9/28/2018,1248.06958,1259.758789,1235.587891,1246.137817,1226.985962,11177984
10/1/2018,1245.890259,1245.890259,1192.694458,1220.134399,1201.382202,7402199
10/3/2018,1217.954956,1227.960205,1188.781494,1193.78418,1175.437012,7446497
10/4/2018,1178.330566,1179.222168,1095.614624,1111.712036,1094.626099,23432473
10/5/2018,1089.175659,1104.827393,1028.401733,1039.001343,1023.032959,22151189
10/8/2018,1040.140503,1106.511353,1015.920105,1098.982788,1082.092529,24913364
10/9/2018,1111.117676,1112.752197,1071.047485,1079.814453,1063.218994,11095381
10/10/2018,1083.628296,1105.372192,1074.118408,1091.751343,1074.97229,9592247
10/11/2018,1054.009033,1104.282471,1033.206299,1077.585571,1061.02417,13349523
10/12/2018,1094.574585,1118.398682,1091.553223,1115.97168,1098.820313,9144401
10/15/2018,1119.290283,1136.130615,1107.650635,1129.047729,1111.695435,8955871
10/16/2018,1135.239014,1156.43811,1129.29541,1152.871948,1135.153442,7549490
10/17/2018,1167.929199,1168.275879,1129.29541,1140.489258,1122.961182,12906841
10/19/2018,1089.671021,1100.567749,1060.200317,1090.95874,1074.191772,25662196
10/22/2018,1099.577148,1104.332031,1047.421509,1052.671753,1036.493286,13290338
10/23/2018,1042.864624,1054.702515,1033.850098,1044.796387,1028.739136,10673958
10/24/2018,1064.806641,1065.846802,1021.715149,1035.93042,1020.009338,13784775
10/25/2018,1026.271973,1030.878296,1006.856018,1021.120789,1005.427246,14229855
10/26/2018,1023.20105,1047.074829,1012.403442,1035.088379,1019.180054,9269654
10/29/2018,1036.178101,1083.578735,1036.178101,1077.585571,1061.02417,7744528
10/30/2018,1075.307129,1075.307129,1042.220825,1047.074829,1030.9823,8890179
10/31/2018,1049.05603,1055.841675,1037.168701,1051.284912,1035.127686,16613693
11/1/2018,1057.872437,1057.872437,1040.140503,1046.331787,1030.250854,9485091
11/2/2018,1056.980835,1070.849365,1053.166992,1064.806641,1048.441772,16955411
11/5/2018,1063.370361,1082.439575,1054.999634,1080.062134,1063.462646,7654392
11/6/2018,1083.727295,1101.55835,1081.349854,1093.732544,1076.923096,8716110
11/7/2018,1104.530151,1104.530151,1096.308105,1100.270508,1083.360596,1296168
11/9/2018,1095.862305,1103.341431,1074.81189,1083.182495,1066.535156,10943218
11/12/2018,1087.392578,1088.4823,1064.459961,1069.858765,1053.416016,5856714
11/13/2018,1063.915161,1092.642822,1060.002197,1089.126221,1072.387573,6876165
11/14/2018,1094.673584,1102.202271,1075.307129,1087.640259,1070.924438,7861347
11/15/2018,1086.649658,1092.642822,1076.297729,1086.550537,1069.85144,6896498
11/16/2018,1087.640259,1119.339722,1086.798218,1116.813721,1099.649414,11136460
11/19/2018,1122.262085,1140.885498,1120.379883,1139.201538,1121.693115,7378262
11/20/2018,1134.248413,1145.046143,1119.389282,1126.719849,1109.40332,5774119
11/21/2018,1126.818848,1134.743774,1096.654785,1102.449829,1085.506348,7578978
11/22/2018,1104.034912,1114.782959,1089.77002,1092.494263,1075.703735,5847475
11/26/2018,1098.586548,1107.006714,1087.095459,1099.329468,1082.434082,6447094
11/27/2018,1097.496826,1119.389282,1095.069824,1117.606201,1100.429688,6874782
11/28/2018,1121.816284,1146.878784,1115.723999,1141.82666,1124.277954,8079833
11/29/2018,1150.098267,1168.820801,1149.107666,1157.527832,1139.737793,12755947
11/30/2018,1161.292114,1174.863525,1151.385986,1156.58667,1138.811157,10819038
12/3/2018,1163.867676,1163.867676,1137.715576,1145.590942,1127.984375,5622372
12/4/2018,1147.126343,1147.126343,1131.474731,1141.479858,1123.936523,5242047
12/5/2018,1133.010254,1147.918823,1128.601929,1144.303101,1126.716431,5874782
12/6/2018,1138.210938,1138.210938,1107.749634,1113.098877,1095.991577,5921712
12/7/2018,1118.844482,1126.274048,1097.942627,1123.153687,1105.891968,7282460
12/10/2018,1099.577148,1103.836792,1072.929688,1080.012573,1063.414063,9470471
12/11/2018,1055.990234,1091.751343,1045.093506,1087.244019,1070.53418,13622580
12/12/2018,1088.68042,1103.044189,1077.536011,1100.072388,1083.165283,12724917
12/13/2018,1117.408081,1117.408081,1084.767456,1096.654785,1079.800293,9385649
12/14/2018,1092.741943,1104.431152,1081.547974,1101.75647,1084.82373,7289774
12/17/2018,1105.471191,1122.361084,1101.062988,1119.290283,1102.088013,5112362
12/18/2018,1112.752197,1128.30481,1109.978516,1125.729248,1108.427979,5926578
12/19/2018,1130.781372,1136.526855,1122.559204,1126.125488,1108.818115,7438647
12/20/2018,1110.473877,1121.865845,1105.669312,1117.853882,1100.673706,5819374
12/21/2018,1114.436279,1120.627563,1085.708618,1089.869141,1073.118896,8360445
12/24/2018,1090.5625,1092.840942,1076.34729,1078.922852,1062.340942,4183821
12/26/2018,1075.60437,1089.671021,1055.643555,1088.036499,1071.314575,7278403
12/27/2018,1096.803345,1116.41748,1093.633423,1109.681274,1092.626587,12596278
12/28/2018,1114.931519,1124.589966,1110.671997,1114.981079,1097.844971,7738682
12/31/2018,1120.330444,1123.203125,1105.718872,1110.721436,1093.650879,7291282
1/1/2019,1114.68396,1116.714722,1099.676147,1110.473877,1093.407104,4498087
1/2/2019,1104.034912,1116.41748,1090.661621,1096.010864,1079.16626,7212697
1/3/2019,1097.100586,1104.133911,1079.864014,1082.489136,1065.852417,7517041
1/4/2019,1087.095459,1094.079224,1070.948486,1088.33374,1071.607178,8545382
1/7/2019,1096.605225,1107.947754,1090.661621,1094.376465,1077.557007,5565822
1/8/2019,1094.723145,1099.527588,1085.708618,1094.277344,1077.459473,5678473
1/9/2019,1101.55835,1106.511353,1088.383179,1100.320068,1083.409302,5821468
1/10/2019,1097.348267,1100.567749,1092.642822,1097.100586,1080.239136,4118960
1/11/2019,1097.199585,1103.341431,1078.378052,1087.739258,1071.021851,6525174
1/14/2019,1084.718018,1090.16626,1076.19873,1086.501099,1069.802612,4150757
1/15/2019,1094.624023,1121.370483,1094.624023,1119.042603,1101.844116,10158260
1/16/2019,1124.342407,1134.248413,1119.735962,1125.233887,1107.940308,6443279
1/17/2019,1133.703613,1137.121216,1119.389282,1123.797485,1106.525879,7558941
1/18/2019,1138.012817,1178.726807,1124.589966,1173.229004,1155.197632,25927601
1/21/2019,1182.78833,1228.306885,1177.488525,1226.078003,1207.234497,22247437
1/22/2019,1221.27356,1235.241089,1208.147949,1223.552002,1204.747192,16709723
1/23/2019,1221.71936,1232.516968,1210.525391,1214.785034,1196.115234,8913196
1/24/2019,1213.497314,1241.432495,1208.643311,1235.73645,1216.744385,13279882
1/25/2019,1238.708252,1252.824463,1223.799561,1234.300049,1215.3302,8631889
1/28/2019,1238.757813,1244.156616,1210.921631,1218.004517,1199.285034,8650493
1/29/2019,1219.440918,1220.084839,1190.069336,1199.281982,1180.850342,9417294
1/30/2019,1203.591187,1213.497314,1179.915527,1184.472412,1166.268311,7921321
1/31/2019,1190.713257,1218.153076,1189.722656,1215.627075,1196.944214,10281893
2/1/2019,1222.41272,1243.215576,1215.527954,1238.213013,1219.183105,9316446
2/4/2019,1235.290649,1284.771606,1230.387207,1278.778442,1259.124878,11781195
2/5/2019,1279.868164,1292.151733,1266.593994,1279.422363,1259.758911,9451152
2/6/2019,1284.078247,1305.277222,1282.097046,1297.946777,1277.998779,9500797
2/7/2019,1297.946777,1308.793945,1274.02356,1278.283203,1258.637207,9299549
2/8/2019,1272.735718,1288.28833,1260.303589,1265.702393,1246.25,6567167
2/11/2019,1263.919312,1264.018311,1239.253174,1241.481934,1222.401611,7595318
2/12/2019,1239.748413,1260.402588,1239.748413,1244.602417,1225.474121,6460145
2/14/2019,1229.347046,1229.347046,1206.562988,1212.704712,1194.066772,6690180
2/15/2019,1218.202637,1238.163452,1202.600586,1232.764648,1213.818359,9688940
2/18/2019,1238.262451,1240.739014,1203.591187,1208.643311,1190.067749,9740480
2/19/2019,1206.562988,1228.059204,1199.826782,1204.680786,1186.166138,6303377
2/20/2019,1212.358032,1228.356445,1207.553589,1222.759521,1203.967041,6357879
2/21/2019,1224.393921,1245.989258,1217.806396,1235.19165,1216.20813,10680467
2/22/2019,1232.913208,1233.606689,1214.487915,1220.778198,1202.016113,8838861
2/25/2019,1224.393921,1231.328247,1209.18811,1220.72876,1201.967285,7926962
2/26/2019,1198.142822,1223.2052,1194.675659,1208.79187,1190.213989,10227082
2/27/2019,1216.518677,1233.210449,1197.647461,1212.011353,1193.384033,11218523
2/28/2019,1222.165039,1228.207764,1215.032715,1219.490479,1200.748291,11393904
3/1/2019,1225.384521,1230.684326,1210.773071,1214.537354,1195.871216,7997610
3/5/2019,1211.912231,1228.158325,1207.157349,1226.028442,1207.185669,7189013
3/6/2019,1228.158325,1261.14563,1223.502441,1252.923584,1233.66748,12152341
3/7/2019,1252.131104,1267.782715,1246.335938,1258.322388,1238.983276,8186126
3/8/2019,1254.161743,1262.48291,1250.14978,1255.201904,1235.910889,6097305
3/11/2019,1258.124268,1299.680298,1256.093506,1291.854492,1272,9810964
3/12/2019,1304.534302,1321.473755,1301.90918,1318.848633,1298.579346,11335173
3/13/2019,1324.445557,1347.229614,1315.62915,1334.648804,1314.136597,11342554
3/14/2019,1337.075806,1349.210815,1323.554077,1328.952881,1308.528198,10500649
3/15/2019,1332.370483,1346.040894,1298.887817,1309.239746,1289.118164,16043743
3/18/2019,1318.501953,1345.198853,1316.520752,1337.373047,1316.819092,10201021
3/19/2019,1347.229614,1367.04187,1330.488281,1363.624146,1342.666748,9898262
3/20/2019,1364.862427,1374.966675,1351.192017,1362.534546,1341.59375,9986597
3/22/2019,1359.612183,1367.93335,1324.148438,1329.151001,1308.723267,11573789
3/25/2019,1318.105713,1324.296997,1304.336182,1312.013428,1291.849121,8027368
3/26/2019,1317.808472,1358.720703,1317.511353,1354.411499,1333.595581,9569142
3/27/2019,1365.011108,1365.011108,1331.627441,1336.580566,1316.038696,10189856
3/28/2019,1337.571167,1356.937622,1330.191162,1347.229614,1326.524048,10582305
4/1/2019,1357.135742,1393.59021,1349.755615,1378.780518,1357.590088,10194002
4/2/2019,1384.872803,1389.924927,1367.140869,1376.650757,1355.493042,8088587
4/3/2019,1379.672119,1389.825806,1359.116943,1362.286865,1341.349976,7923866
4/4/2019,1366.051147,1370.707031,1334.599365,1340.344849,1319.745239,8455067
4/5/2019,1348.170654,1351.093018,1330.389282,1341.18689,1320.574219,6792015
4/8/2019,1343.267212,1344.753052,1311.270508,1316.768311,1296.530884,8806267
4/9/2019,1316.421631,1328.11084,1308.595825,1321.919556,1301.603027,9587648
4/10/2019,1325.386719,1335.342285,1314.044189,1318.898193,1298.628052,7684871
4/11/2019,1320.433594,1340.295288,1316.520752,1334.153564,1313.648926,5795755
4/12/2019,1337.323486,1344.158691,1324.098877,1330.488281,1310.040039,5975855
4/15/2019,1332.370483,1336.283325,1322.464355,1327.56604,1307.16272,4285366
4/16/2019,1332.370483,1347.229614,1327.417358,1331.132202,1310.674194,8011783
4/18/2019,1362.088745,1376.700317,1352.182617,1372.935913,1351.835327,18130729
4/22/2019,1347.229614,1354.16394,1328.7052,1332.717163,1312.234741,10895052
4/23/2019,1335.342285,1360.107544,1333.361084,1351.043457,1330.279419,9141135
4/24/2019,1357.432861,1381.702881,1353.420898,1376.452637,1355.297974,7430660
4/25/2019,1376.056396,1399.137573,1349.805176,1359.513184,1338.618896,14061860
4/26/2019,1362.088745,1382.842041,1357.829102,1379.721558,1358.516724,6954749
4/30/2019,1383.287842,1383.287842,1353.965698,1379.721558,1358.516724,10313866
5/2/2019,1378.929077,1400.623535,1369.12207,1391.856567,1370.465088,8764806
5/3/2019,1394.72937,1404.189697,1389.479126,1395.62085,1374.171631,6571878
5/6/2019,1384.872803,1389.627686,1365.159668,1371.895752,1350.811157,7306518
5/7/2019,1381.702881,1381.901001,1327.615479,1330.884521,1310.430176,8961240
5/8/2019,1327.417358,1327.417358,1280.066284,1287.248169,1267.464478,14749036
5/9/2019,1276.69812,1276.69812,1239.996094,1244.651978,1225.522949,19692278
5/10/2019,1253.121704,1265.702393,1233.309448,1239.401733,1220.353394,11333250
5/13/2019,1236.182251,1248.96106,1215.973755,1220.481079,1201.723633,8124086
5/14/2019,1224.889282,1257.430786,1219.936279,1248.61438,1229.424561,13124240
5/15/2019,1261.046509,1265.999634,1238.856934,1245.097778,1225.961914,11269622
5/16/2019,1248.119019,1259.956909,1246.286499,1253.468384,1234.203857,6669276
5/17/2019,1255.102905,1264.959473,1240.243774,1255.499146,1236.203369,7973309
5/20/2019,1301.265259,1325.139038,1291.260132,1313.449829,1293.26355,12450850
5/21/2019,1319.690674,1354.16394,1317.560791,1327.219238,1306.821167,14003548
5/22/2019,1333.014404,1346.932373,1322.563477,1327.813599,1307.406494,11394393
5/23/2019,1359.116943,1378.929077,1312.558228,1321.374634,1301.066528,17890505
5/24/2019,1335.342285,1341.087769,1304.138062,1324.296997,1303.94397,10277262
5/27/2019,1324.544678,1324.940918,1294.727295,1298.343018,1278.388916,7419387
5/28/2019,1307.407104,1322.266235,1301.0177,1311.319946,1291.16626,19657240
5/29/2019,1308.595825,1320.780273,1291.904053,1300.720459,1280.729736,7180252
5/30/2019,1303.890381,1329.398682,1303.890381,1317.263672,1297.018799,10842653
5/31/2019,1325.337158,1329.299561,1307.803345,1317.659912,1297.408813,11871652
6/3/2019,1322.464355,1354.411499,1308.793945,1347.427734,1326.719116,8564026
6/4/2019,1344.703613,1361.345825,1335.441406,1338.958008,1318.379639,7126831
6/6/2019,1349.111816,1349.111816,1308.694824,1314.88623,1294.677734,7736969
6/7/2019,1313.49939,1314.787109,1293.340454,1302.553101,1282.53418,6794394
6/10/2019,1308.496704,1314.539429,1297.798218,1306.763184,1286.679565,5431146
6/11/2019,1309.437866,1321.968994,1305.624023,1316.669312,1296.433472,5303590
6/12/2019,1322.167236,1325.832397,1312.558228,1319.641113,1299.359619,4752340
6/13/2019,1317.511353,1322.167236,1296.361816,1314.787109,1294.5802,7239164
6/14/2019,1309.487427,1312.558228,1297.104736,1305.178223,1285.119019,6896085
6/17/2019,1307.605225,1307.605225,1266.494873,1270.259155,1250.736572,6880158
6/18/2019,1266.891113,1275.856201,1257.183105,1268.971436,1249.468628,7751984
6/19/2019,1274.81604,1289.77417,1250.744141,1265.355713,1245.908447,6688408
6/20/2019,1267.980835,1287.792969,1265.999634,1284.573486,1264.830933,4960591
6/21/2019,1283.781006,1283.830566,1263.572632,1267.485474,1248.005493,10723794
6/24/2019,1260.204468,1264.464111,1245.295898,1250.546021,1231.326416,5199824
6/25/2019,1247.078979,1285.811768,1242.472656,1283.682007,1263.953125,6907221
6/26/2019,1278.877563,1292.349854,1274.27124,1281.997925,1262.294922,5350180
6/27/2019,1281.007324,1284.722168,1259.065308,1262.185791,1242.787354,11493899
6/28/2019,1265.108032,1270.804077,1236.925171,1241.333374,1222.255371,8741806
7/1/2019,1246.236938,1260.699829,1234.74585,1256.935547,1237.617798,6220490
7/2/2019,1261.987671,1268.971436,1251.437622,1266.494873,1247.030151,4682721
7/3/2019,1270.853638,1274.4198,1263.077271,1270.506836,1250.980469,4064194
7/4/2019,1269.367676,1278.877563,1267.980835,1271.943237,1252.394897,4315672
7/5/2019,1273.032959,1278.382202,1248.168579,1251.487183,1232.253052,5042694
7/8/2019,1246.187378,1256.192505,1236.47937,1240.293213,1221.231201,6465252
7/9/2019,1237.222412,1271.447998,1233.80481,1268.079834,1248.590698,8092747
7/10/2019,1268.030396,1277.243042,1256.786865,1266.841553,1247.371582,5546395
7/11/2019,1274.915039,1277.688843,1267.287354,1269.516235,1250.005249,3972764
7/12/2019,1270.952637,1287.792969,1266.049072,1268.476074,1248.980957,7242056
7/15/2019,1272.933838,1277.391602,1258.421387,1264.117432,1244.689453,4919356
7/16/2019,1267.931274,1282.740845,1265.058472,1280.858765,1261.17334,4647660
7/17/2019,1282.146484,1284.821167,1267.980835,1269.813477,1250.297729,4376049
7/18/2019,1269.962036,1274.320679,1246.187378,1250.001221,1230.790161,5511650
7/19/2019,1256.291626,1260.996948,1231.031006,1237.271851,1218.256226,7539309
7/22/2019,1239.253174,1272.438599,1215.775635,1268.476074,1248.980957,13426225
7/23/2019,1272.933838,1281.750244,1248.564819,1261.591431,1242.202026,9375991
7/24/2019,1261.54187,1266.792114,1241.779175,1247.2771,1228.107788,7009804
7/25/2019,1252.131104,1257.133667,1215.478516,1219.936279,1201.187134,10063036
7/26/2019,1219.936279,1230.832886,1198.638062,1202.402466,1183.922852,9408829
7/29/2019,1205.473267,1210.525391,1193.78418,1199.579224,1181.143066,8134417
7/30/2019,1202.551025,1208.544189,1164.907837,1169.811401,1151.832764,9623710
7/31/2019,1164.709717,1173.872803,1151.485107,1155.29895,1137.543091,9797618
8/1/2019,1152.475708,1177.042847,1139.548218,1169.16748,1151.198486,10442920
8/2/2019,1164.660156,1186.998413,1151.187866,1173.229004,1161.594849,10968377
8/5/2019,1156.04187,1156.04187,1117.408081,1132.613892,1121.382568,14029195
8/6/2019,1124.094727,1138.805298,1111.464478,1117.705322,1106.621826,13414874
8/7/2019,1115.922119,1127.859009,1092.741943,1098.982788,1088.084961,11698729
8/8/2019,1097.942627,1147.126343,1085.015137,1141.529419,1130.209717,14398134
8/9/2019,1150.940186,1164.462036,1141.479858,1151.187866,1139.772339,10139155
8/13/2019,1221.570679,1290.566772,1214.487915,1262.780151,1250.258057,48377710
8/14/2019,1291.755493,1292.201172,1268.327515,1276.15332,1263.498657,14624460
8/16/2019,1279.075684,1279.670044,1261.046509,1265.999634,1253.445557,10142736
8/19/2019,1269.020996,1284.623047,1267.980835,1280.462524,1267.765259,7530571
8/20/2019,1277.688843,1280.462524,1260.650269,1263.968872,1251.435059,6908329
8/21/2019,1263.671631,1266.643433,1254.607544,1259.015747,1246.531006,4927825
8/22/2019,1259.015747,1259.065308,1227.266724,1235.042969,1222.795898,6475744
8/23/2019,1227.365845,1271.943237,1214.983154,1263.869751,1251.336914,9833599
8/26/2019,1281.849365,1281.849365,1247.177979,1254.904785,1242.460693,8861952
8/27/2019,1272.933838,1272.933838,1249.3573,1262.87915,1250.356079,13107475
8/28/2019,1261.789551,1268.971436,1244.255737,1251.437622,1239.027954,5355931
8/29/2019,1244.651978,1248.41626,1223.700562,1230.089966,1217.89209,8717834
8/30/2019,1233.80481,1242.621216,1209.53479,1236.826172,1224.561523,11415309
9/3/2019,1230.585327,1231.328247,1188.732056,1195.071899,1183.221313,8644177
9/4/2019,1189.276855,1193.932739,1174.912964,1189.871216,1178.072021,15206140
9/5/2019,1195.46814,1201.808105,1182.094971,1187.345215,1175.571167,10612413
9/6/2019,1191.703857,1217.459717,1184.026611,1211.020752,1199.011841,10700713
9/9/2019,1209.18811,1221.422119,1201.758545,1210.723511,1198.717529,5421667
9/11/2019,1211.020752,1228.356445,1211.020752,1222.80896,1210.683228,5597024
9/12/2019,1223.40332,1228.802124,1194.37854,1198.984863,1187.095337,5482620
9/13/2019,1200.619385,1216.964355,1195.567261,1214.091675,1202.052368,5975368
9/16/2019,1177.835327,1207.65271,1174.962524,1199.381104,1187.487671,9482774
9/17/2019,1199.628662,1199.628662,1182.293091,1186.205933,1174.443115,7218213
9/18/2019,1193.635498,1204.878906,1185.958252,1194.37854,1182.53479,6891996
9/19/2019,1196.508301,1198.340942,1161.638794,1167.97876,1156.396729,6353109
9/20/2019,1176.795166,1257.975708,1163.273315,1242.571655,1230.249878,22228398
9/23/2019,1262.185791,1268.971436,1223.40332,1227.563965,1215.391113,9973401
9/24/2019,1231.922607,1286.604248,1231.080566,1266.692993,1254.13208,16133561
9/25/2019,1271.943237,1282.839966,1256.935547,1267.535034,1254.965942,8395729
9/26/2019,1279.868164,1286.604248,1271.447998,1284.623047,1271.884277,8468733
9/27/2019,1280.363403,1302.6521,1271.943237,1296.758057,1283.899048,8795570
9/30/2019,1297.699097,1323.207275,1293.290894,1319.740234,1306.653442,11659226
10/1/2019,1324.445557,1329.398682,1281.155884,1292.646973,1279.828735,8270254
